% Sample : 20170008_NS_1m3s-1m5s_1900-1959.avi
% Date : Sat Apr  8 05:03:14 2017
% User : Taejin
% Serial number : 991
% Total frame number : 60
% Play time : 2.06897
% FPS : 29
% Time interval : 0.0350672
% Data order : Frame number / Hyoid bone (x y) / Displacement
1,35.4576,23.2721,42.4126
2,34.6466,23.2644,41.7327
3,35.2975,23.3235,42.3072
4,34.8031,22.8534,41.6357
5,34.7623,22.2679,41.2829
6,34.1078,23.0258,41.1525
7,34.3231,23.413,41.5481
8,35.1947,22.7109,41.8862
9,34.5172,22.7989,41.367
10,33.9369,24.2133,41.6893
11,33.5944,24.8026,41.7583
12,33.6796,24.8369,41.8472
13,34.199,25.0227,42.3758
14,33.7049,26.0418,42.5933
15,33.3682,26.8545,42.8322
16,33.4015,27.6597,43.3672
17,31.9599,26.8975,41.7721
18,32.5536,27.622,42.6932
19,32.4196,28.0533,42.8721
20,32.1229,29.1574,43.3824
21,32.0654,28.8099,43.1069
22,31.7464,28.7807,42.8504
23,31.7819,28.5276,42.7073
24,32.7602,29.3085,43.957
25,33.7912,28.9729,44.5115
26,32.8626,27.9123,43.1167
27,36.1928,28.2924,45.9389
28,37.3021,28.0074,46.6461
29,39.3357,29.2887,49.0421
30,40.8672,30.9791,51.2819
31,41.3775,30.2102,51.2323
32,42.4345,32.3065,53.3329
33,43.2835,32.4612,54.1035
34,44.8379,32.4988,55.377
35,45.1625,32.8733,55.8597
36,44.9294,32.6769,55.5557
37,46.0701,32.7981,56.5524
38,44.7121,33.1026,55.6323
39,45.7638,32.6495,56.2167
40,47.0334,32.053,56.9169
41,46.7815,32.324,56.8626
42,45.6009,29.7502,54.4474
43,43.64,28.7149,52.2398
44,45.1239,28.918,53.5949
45,44.6981,29.3653,53.4813
46,42.749,27.2403,50.6904
47,43.3245,26.6102,50.844
48,42.4389,25.7931,49.6623
49,41.7513,24.5178,48.4179
50,41.8319,25.2711,48.8727
51,42.31,24.6533,48.9686
52,41.297,25.5629,48.5685
53,40.9894,23.2891,47.1436
54,42.1938,24.2457,48.6638
55,41.3194,23.3178,47.4449
56,41.1264,25.8299,48.565
57,39.8726,25.4167,47.2846
58,39.7865,24.2213,46.5793
59,38.6563,25.161,46.1236
60,39.3145,24.342,46.2402
