% Sample : 20170006_NS_0m57s-0m59s_1737-1782.avi
% Date : Sat Apr  8 05:02:05 2017
% User : Taejin
% Serial number : 991
% Total frame number : 46
% Play time : 1.58621
% FPS : 29
% Time interval : 0.035249
% Data order : Frame number / Hyoid bone (x y) / Displacement
1,39.5252,15.2671,42.3713
2,39.0106,15.5906,42.0107
3,39.3183,16.2004,42.525
4,38.5503,15.6763,41.6158
5,38.4473,16.038,41.6583
6,38.6281,16.0896,41.845
7,38.6029,16.8645,42.1259
8,38.7597,17.4186,42.4938
9,38.4985,19.5917,43.1969
10,38.7231,21.3195,44.204
11,38.6965,22.0984,44.5619
12,37.9024,22.878,44.2719
13,38.7131,23.5647,45.321
14,38.5327,23.5123,45.1398
15,38.3929,23.7113,45.1247
16,38.2209,24.3814,45.3353
17,38.432,24.5981,45.6299
18,39.2823,24.7408,46.4242
19,39.8654,23.9791,46.5215
20,41.5794,23.4774,47.7497
21,41.7591,23.7624,48.0466
22,43.4314,22.0566,48.7112
23,44.2088,22.0739,49.4133
24,46.4356,21.818,51.3058
25,47.3655,21.2278,51.9048
26,49.0237,21.2042,53.4129
27,50.3002,22.4432,55.08
28,50.4778,22.0302,55.0757
29,51.3183,22.2219,55.923
30,51.6678,23.2295,56.6495
31,51.3248,22.3366,55.9747
32,50.1642,21.1549,54.4425
33,49.6263,21.1698,53.953
34,48.3369,20.8202,52.6302
35,46.1107,19.7237,50.152
36,44.2459,18.1906,47.8393
37,43.3903,16.6636,46.4801
38,43.0253,14.8539,45.5172
39,42.0396,16.2019,45.0537
40,42.6806,15.4379,45.3868
41,42.832,14.2746,45.1481
42,42.5075,15.8073,45.3515
43,42.5787,14.3199,44.9222
44,42.7803,14.4577,45.1573
45,41.9115,14.4411,44.3296
46,43.046,15.0368,45.5967
